"age","sex","race_eth","region","ever_smoker","poverty","employed","repstrain",".weight",".pseudo_stratum",".pseudo_psu"
"45-64","Male","Hispanic","South",TRUE,FALSE,TRUE,FALSE,5622.73,103,20
"65+","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,3951.353,122,13
"65+","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,3611.536,122,13
"25-44","Male","Non-Hispanic White","South",FALSE,TRUE,FALSE,FALSE,11551.776,122,15
"25-44","Female","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,8110.073,122,15
"25-44","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,12939.619,122,15
"25-44","Male","Non-Hispanic White","South",TRUE,FALSE,TRUE,FALSE,14676.541,115,10
"65+","Female","Non-Hispanic Asian","South",FALSE,TRUE,FALSE,FALSE,31156.625,115,11
"65+","Male","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,5044.939,103,19
"45-64","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,3895.066,122,11
"65+","Female","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,12061.16,122,11
"25-44","Female","Non-Hispanic White","South",TRUE,FALSE,TRUE,FALSE,6830.512,122,11
"65+","Male","Non-Hispanic White","South",NA,FALSE,NA,NA,4831.784,122,12
"45-64","Female","Non-Hispanic White","South",NA,FALSE,NA,NA,6104.35,103,20
"25-44","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,8590.061,103,20
"45-64","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,8621.311,103,20
"65+","Female","Non-Hispanic White","South",TRUE,TRUE,FALSE,FALSE,3566.547,122,14
"65+","Female","Non-Hispanic White","South",FALSE,TRUE,FALSE,FALSE,12635.903,122,14
"18-24","Female","Non-Hispanic White","South",FALSE,TRUE,FALSE,FALSE,8524.325,149,20
"18-24","Male","Non-Hispanic White","South",TRUE,TRUE,FALSE,FALSE,5427.798,149,20
"18-24","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,31392.471,135,4
"25-44","Male","Non-Hispanic White","South",TRUE,FALSE,TRUE,FALSE,30597.474,135,4
"45-64","Male","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,18611.039,135,4
"45-64","Male","Non-Hispanic Black","South",TRUE,FALSE,TRUE,FALSE,6829.396,149,19
"65+","Male","Non-Hispanic Black","South",TRUE,TRUE,FALSE,FALSE,3935.093,149,19
"45-64","Male","Non-Hispanic White","South",TRUE,FALSE,TRUE,FALSE,8394.363,102,18
"45-64","Male","Hispanic","South",FALSE,FALSE,FALSE,FALSE,12775.017,102,18
"65+","Male","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,4349.788,102,18
"45-64","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,15869.299,102,18
"18-24","Female","Non-Hispanic White","South",TRUE,TRUE,TRUE,FALSE,9340.332,102,18
"45-64","Male","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,6505.832,102,18
"65+","Female","Non-Hispanic Asian","South",FALSE,FALSE,TRUE,FALSE,16849.233,135,4
"45-64","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,13245.627,135,4
"65+","Male","Non-Hispanic Black","South",TRUE,FALSE,FALSE,FALSE,23409.742,135,4
"45-64","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,5062.666,135,4
"25-44","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,6362.284,135,3
"25-44","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,24757.926,135,3
"65+","Female","Non-Hispanic Black","South",FALSE,FALSE,FALSE,FALSE,12193.62,149,20
"65+","Male","Non-Hispanic Black","South",FALSE,FALSE,FALSE,FALSE,10606.436,149,20
"45-64","Male","Non-Hispanic Black","South",TRUE,TRUE,FALSE,FALSE,8676.329,149,20
"25-44","Male","Non-Hispanic White","South",TRUE,FALSE,TRUE,FALSE,24073.546,102,20
"65+","Male","Non-Hispanic White","South",TRUE,FALSE,TRUE,FALSE,4497.851,102,20
"65+","Male","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,5239.445,141,4
"25-44","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,13598.805,141,4
"45-64","Female","Non-Hispanic Other","South",FALSE,FALSE,TRUE,FALSE,16634.628,141,4
"45-64","Male","Hispanic","South",FALSE,FALSE,TRUE,FALSE,12249.237,150,2
"65+","Male","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,8933.849,150,2
"45-64","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,4967.986,150,2
"65+","Female","Non-Hispanic White","South",FALSE,TRUE,FALSE,FALSE,4458.027,150,2
"25-44","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,19976.208,135,4
"45-64","Male","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,17330.237,135,4
"65+","Female","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,13356.67,150,2
"18-24","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,15935.698,135,4
"45-64","Male","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,9414.115,135,4
"45-64","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,11497.7,150,2
"65+","Female","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,4721.773,150,2
"25-44","Female","Non-Hispanic White","South",NA,FALSE,NA,NA,12856.161,141,4
"45-64","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,TRUE,8758.394,141,4
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,4573.337,128,1
"65+","Female","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,3930.167,128,1
"65+","Female","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,4156.469,128,1
"65+","Female","Non-Hispanic White","Northeast",TRUE,TRUE,FALSE,FALSE,4208.591,128,1
"65+","Male","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,6215.447,128,1
"25-44","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,15379.113,128,1
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,5194.053,128,1
"25-44","Male","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,7916.483,105,48
"45-64","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,20304.652,121,27
"45-64","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,9950.508,104,27
"45-64","Female","Non-Hispanic White","South",TRUE,FALSE,TRUE,FALSE,18286.593,132,25
"25-44","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,17905.634,132,25
"18-24","Male","Non-Hispanic Black","South",FALSE,FALSE,FALSE,FALSE,38640.84,132,25
"25-44","Female","Non-Hispanic White","South",FALSE,TRUE,FALSE,FALSE,30945.43,121,27
"65+","Female","Non-Hispanic Black","South",TRUE,FALSE,FALSE,TRUE,7506.856,121,27
"45-64","Female","Non-Hispanic Black","South",FALSE,FALSE,FALSE,FALSE,10263.07,121,27
"45-64","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,6865.205,106,22
"65+","Female","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,7404.483,106,22
"45-64","Male","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,18180.616,106,22
"45-64","Female","Non-Hispanic White","South",TRUE,FALSE,NA,FALSE,20807.564,106,22
"25-44","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,19814.288,106,22
"65+","Female","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,4916.965,106,22
"25-44","Male","Non-Hispanic White","South",FALSE,FALSE,TRUE,TRUE,13099.904,136,26
"45-64","Male","Non-Hispanic White","South",TRUE,FALSE,TRUE,TRUE,16601.892,139,24
"65+","Male","Non-Hispanic Asian","South",FALSE,FALSE,FALSE,FALSE,15532.322,139,24
"45-64","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,13283.772,139,24
"25-44","Male","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,25358.54,121,27
"45-64","Female","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,19735.816,121,27
"18-24","Male","Non-Hispanic White","South",TRUE,FALSE,TRUE,TRUE,24716.168,121,27
"45-64","Male","Non-Hispanic Asian","South",TRUE,FALSE,TRUE,FALSE,15090.114,132,25
"18-24","Female","Non-Hispanic White","South",FALSE,FALSE,FALSE,FALSE,35351.922,132,25
"25-44","Male","Non-Hispanic Asian","South",FALSE,FALSE,TRUE,FALSE,14196.349,132,25
"45-64","Female","Non-Hispanic White","South",TRUE,FALSE,TRUE,TRUE,5207.531,121,26
"45-64","Male","Non-Hispanic Asian","South",TRUE,FALSE,TRUE,FALSE,26723.339,139,24
"65+","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,21103.816,139,24
"25-44","Male","Non-Hispanic Asian","South",FALSE,FALSE,TRUE,FALSE,15093.524,139,24
"25-44","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,11474.714,121,26
"65+","Female","Non-Hispanic Black","South",FALSE,FALSE,FALSE,FALSE,11670.425,121,26
"65+","Female","Non-Hispanic Black","South",TRUE,FALSE,FALSE,FALSE,4684.239,121,26
"65+","Female","Non-Hispanic Black","South",FALSE,TRUE,FALSE,TRUE,6002.175,139,24
"65+","Female","Non-Hispanic White","South",TRUE,FALSE,FALSE,FALSE,11728.529,139,24
"25-44","Female","Non-Hispanic White","South",FALSE,FALSE,TRUE,FALSE,7117.878,139,24
"25-44","Male","Non-Hispanic Other","South",FALSE,FALSE,TRUE,FALSE,9653.708,139,24
"25-44","Female","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,6657.779,139,24
"25-44","Male","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,27965.764,132,25
"45-64","Female","Non-Hispanic Black","South",TRUE,FALSE,TRUE,FALSE,6464.815,132,25
"65+","Male","Non-Hispanic Black","South",FALSE,FALSE,TRUE,FALSE,11323.059,132,25
"45-64","Female","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,9048.361,105,61
"65+","Female","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,5157.489,105,61
"45-64","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,11506.346,105,61
"25-44","Male","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,4807.548,105,61
"45-64","Female","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,24182.769,140,65
"65+","Male","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,6438.255,140,65
"65+","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,8590.905,140,65
"18-24","Male","Non-Hispanic White","Northeast",FALSE,TRUE,TRUE,FALSE,12262.726,140,65
"65+","Female","Non-Hispanic White","Northeast",NA,TRUE,NA,NA,18485.251,140,65
"65+","Male","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,3612.039,140,65
"65+","Female","Non-Hispanic White","Northeast",TRUE,TRUE,FALSE,FALSE,4196.599,140,64
"25-44","Female","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,7230.497,140,66
"45-64","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,9838.421,140,66
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,3366.355,140,66
"25-44","Male","Hispanic","Northeast",FALSE,FALSE,TRUE,FALSE,19786.541,105,60
"45-64","Female","Hispanic","Northeast",FALSE,FALSE,TRUE,FALSE,3054.877,105,60
"18-24","Female","Hispanic","Northeast",FALSE,FALSE,TRUE,FALSE,13128.001,105,60
"65+","Female","Non-Hispanic Black","Northeast",TRUE,TRUE,NA,FALSE,4106.566,140,63
"45-64","Female","Hispanic","Northeast",NA,TRUE,NA,NA,9448.336,140,63
"45-64","Male","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,7858.052,140,63
"65+","Male","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,4269.475,140,63
"25-44","Male","Non-Hispanic White","Northeast",NA,FALSE,NA,NA,13778.02,140,63
"25-44","Female","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,7731.853,140,63
"45-64","Female","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,TRUE,18411.975,140,63
"25-44","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,12499.409,140,63
"45-64","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,14209.652,140,64
"65+","Male","Non-Hispanic White","Northeast",NA,FALSE,NA,FALSE,5199.091,140,64
"45-64","Female","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,7684.204,140,64
"25-44","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,4614.8,105,62
"25-44","Female","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,8854.372,105,62
"45-64","Female","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,11644.608,140,62
"25-44","Female","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,7248.679,140,62
"65+","Female","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,2574.73,140,62
"45-64","Male","Non-Hispanic Asian","Northeast",FALSE,FALSE,FALSE,FALSE,6046.047,140,62
"18-24","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,17161.764,140,62
"45-64","Female","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,5807.34,140,66
"25-44","Male","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,7799.733,105,60
"25-44","Male","Non-Hispanic Black","Northeast",FALSE,FALSE,TRUE,FALSE,5343.721,105,58
"45-64","Female","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,8242.58,105,60
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,TRUE,6945.588,140,64
"25-44","Male","Hispanic","Northeast",FALSE,TRUE,TRUE,FALSE,7556.849,140,64
"45-64","Female","Hispanic","Northeast",FALSE,FALSE,FALSE,FALSE,7809.58,140,64
"65+","Male","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,6896.758,105,97
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,7302.364,140,62
"45-64","Female","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,12043.335,140,62
"18-24","Male","Non-Hispanic Asian","Northeast",FALSE,TRUE,FALSE,FALSE,14510.332,140,64
"25-44","Female","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,18430.949,140,64
"18-24","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,13148.404,140,66
"18-24","Male","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,TRUE,10782.494,140,66
"25-44","Female","Non-Hispanic White","Northeast",FALSE,FALSE,FALSE,FALSE,13102.772,140,134
"65+","Male","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,7055.593,140,134
"65+","Male","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,FALSE,6116.557,140,134
"25-44","Female","Non-Hispanic White","Northeast",TRUE,FALSE,TRUE,FALSE,3110.342,140,134
"45-64","Male","Non-Hispanic White","Northeast",FALSE,FALSE,TRUE,FALSE,8809.004,105,59
"45-64","Female","Non-Hispanic White","Northeast",FALSE,TRUE,TRUE,FALSE,3572.757,105,59
"65+","Female","Non-Hispanic White","Northeast",TRUE,FALSE,FALSE,TRUE,3930.352,105,59
"25-44","Male","Hispanic","Northeast",NA,FALSE,NA,NA,11375.606,105,59
"45-64","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,4282.623,134,13
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,11664.15,134,13
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,6058.545,134,13
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,3144.887,134,13
"45-64","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,8841.12,134,13
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,TRUE,10964.365,134,13
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,8474.625,137,26
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,10520.342,118,17
"25-44","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,18419.922,118,17
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,4620.865,134,15
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,7348.563,134,15
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,6457.507,146,13
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,3273.406,146,13
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,9486.356,118,17
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,12504.759,134,14
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,TRUE,14264.83,134,14
"25-44","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,6315.355,134,14
"18-24","Female","Non-Hispanic White","Midwest",FALSE,TRUE,FALSE,FALSE,14023.504,134,14
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,NA,FALSE,9792.515,118,19
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,7529.982,118,19
"45-64","Male","Non-Hispanic Black","Midwest",TRUE,FALSE,FALSE,FALSE,4633.578,127,20
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,3283.678,127,20
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,TRUE,8028.904,137,26
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,6658.677,137,26
"25-44","Male","Hispanic","Midwest",FALSE,FALSE,TRUE,FALSE,11402.299,137,26
"25-44","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,11307.98,117,25
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,6746.016,137,26
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,TRUE,5310.087,137,26
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,2954.162,146,14
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,TRUE,2882.911,146,14
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,6809.138,146,14
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,10987.535,137,28
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,4678.397,133,22
"45-64","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,4837.609,133,22
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,3544.304,133,22
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,5700.598,137,29
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,6122.3,134,14
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,5984.901,134,14
"18-24","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,22804.257,127,21
"25-44","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,3971.075,127,21
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,3220.679,127,21
"25-44","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,6809.268,127,21
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,5062.58,127,21
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,8133.385,127,21
"25-44","Male","Non-Hispanic White","Midwest",TRUE,FALSE,NA,FALSE,12131.414,118,16
"25-44","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,5422.286,118,16
"65+","Male","Non-Hispanic Black","Midwest",TRUE,TRUE,FALSE,FALSE,3044.086,118,16
"65+","Female","Non-Hispanic White","Midwest",FALSE,TRUE,FALSE,FALSE,2704.449,118,16
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,12049.727,117,24
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,5655.431,133,23
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,17452.948,133,23
"65+","Female","Non-Hispanic Asian","Midwest",TRUE,FALSE,FALSE,FALSE,8507.634,133,23
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,8349.026,133,23
"65+","Female","Non-Hispanic Black","Midwest",FALSE,FALSE,FALSE,TRUE,3381.457,133,22
"65+","Female","Hispanic","Midwest",FALSE,FALSE,TRUE,FALSE,2579.971,131,24
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,8034.067,117,27
"45-64","Male","Non-Hispanic White","Midwest",TRUE,FALSE,NA,FALSE,8719.403,131,31
"45-64","Female","Non-Hispanic White","Midwest",NA,FALSE,NA,TRUE,8113.431,131,31
"25-44","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,8659.377,131,31
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,9391.447,137,29
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,TRUE,10732.168,137,29
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,4077.561,117,25
"25-44","Male","Non-Hispanic White","Midwest",NA,FALSE,NA,NA,10566.643,117,24
"45-64","Male","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,11762.601,117,24
"25-44","Female","Hispanic","Midwest",TRUE,FALSE,NA,FALSE,11705.863,118,19
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,2593.803,118,19
"25-44","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,12826.798,118,19
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,6826.191,118,18
"25-44","Female","Non-Hispanic Asian","Midwest",FALSE,FALSE,TRUE,TRUE,7003.364,118,18
"65+","Female","Non-Hispanic Black","Midwest",TRUE,FALSE,FALSE,FALSE,3579.566,118,18
"65+","Female","Non-Hispanic Black","Midwest",TRUE,FALSE,FALSE,FALSE,3683.444,118,18
"45-64","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,11569.113,137,27
"25-44","Female","Hispanic","Midwest",FALSE,FALSE,TRUE,FALSE,12524.027,133,22
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,3277.272,137,28
"65+","Female","Hispanic","Midwest",FALSE,FALSE,TRUE,FALSE,2763.037,107,36
"65+","Male","Non-Hispanic White","Midwest",FALSE,TRUE,TRUE,FALSE,3186.378,107,36
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,TRUE,4545.91,107,31
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,6733.003,107,31
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,3781.566,107,37
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,13126.616,107,37
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,TRUE,8815.6,107,34
"45-64","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,13149.906,107,34
"45-64","Male","Non-Hispanic Asian","Midwest",TRUE,FALSE,TRUE,FALSE,27435.194,107,36
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,12354.724,107,36
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,9647.811,147,26
"65+","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,3551.235,147,26
"25-44","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,8868.322,107,37
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,5823.79,107,37
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,5990.755,107,33
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,4969.345,107,33
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,12951.484,107,33
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,3636.91,107,32
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,TRUE,3033.625,107,32
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,3073.943,107,32
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,3252.779,107,34
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,6420.081,107,34
"65+","Female","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,3952.448,107,34
"45-64","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,11165.523,107,35
"25-44","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,8255.225,107,35
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,FALSE,5246.795,107,35
"25-44","Male","Non-Hispanic Asian","Midwest",TRUE,TRUE,FALSE,FALSE,5243.915,107,32
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,7301.201,109,39
"25-44","Male","Non-Hispanic White","Midwest",TRUE,FALSE,TRUE,FALSE,4959.224,109,39
"25-44","Male","Non-Hispanic White","Midwest",NA,TRUE,NA,NA,11294.721,109,39
"65+","Female","Non-Hispanic White","Midwest",NA,FALSE,NA,NA,2617.302,109,39
"18-24","Male","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,13928.807,109,39
"45-64","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,TRUE,6799.568,109,39
"65+","Male","Non-Hispanic White","Midwest",FALSE,FALSE,FALSE,TRUE,3595.767,107,31
"25-44","Female","Non-Hispanic Asian","Midwest",FALSE,FALSE,TRUE,FALSE,7542.659,147,26
"65+","Female","Non-Hispanic White","Midwest",TRUE,FALSE,FALSE,FALSE,2355.425,147,26
"25-44","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,7943.475,109,37
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,3890.099,109,37
"25-44","Female","Hispanic","Midwest",FALSE,FALSE,TRUE,FALSE,3888.303,107,35
"65+","Male","Non-Hispanic White","Midwest",FALSE,TRUE,FALSE,FALSE,3150.681,107,35
"45-64","Female","Non-Hispanic White","Midwest",FALSE,FALSE,TRUE,FALSE,7340.909,107,35
